"activity" "subject" "variable" "meanvalue"
"3783" "WALKING_DOWNSTAIRS" 1 "tBodyGyro-std()-X" -0.458030542938775
"3784" "SITTING" 1 "tBodyGyro-std()-X" -0.977211283191489
"3785" "STANDING" 1 "tBodyGyro-std()-X" -0.987191946603774
"3786" "LAYING" 1 "tBodyGyro-std()-X" -0.87354386782
"3787" "WALKING" 2 "tBodyGyro-std()-X" -0.561550255762712
"3788" "WALKING_UPSTAIRS" 2 "tBodyGyro-std()-X" -0.439253058958333
"3789" "WALKING_DOWNSTAIRS" 2 "tBodyGyro-std()-X" -0.320789230008511
"3790" "SITTING" 2 "tBodyGyro-std()-X" -0.985742027826087
"3791" "STANDING" 2 "tBodyGyro-std()-X" -0.972998629814815
"3792" "LAYING" 2 "tBodyGyro-std()-X" -0.988275232916667
"3793" "WALKING" 3 "tBodyGyro-std()-X" -0.571869560172414
"3794" "WALKING_UPSTAIRS" 3 "tBodyGyro-std()-X" -0.456039262525424
"3795" "WALKING_DOWNSTAIRS" 3 "tBodyGyro-std()-X" -0.261653414014286
"3796" "SITTING" 3 "tBodyGyro-std()-X" -0.965434768461538
"3797" "STANDING" 3 "tBodyGyro-std()-X" -0.900462227540984
"3798" "LAYING" 3 "tBodyGyro-std()-X" -0.974545752096774
"3799" "WALKING" 4 "tBodyGyro-std()-X" -0.500916659
"3800" "WALKING_UPSTAIRS" 4 "tBodyGyro-std()-X" -0.454431043269231
"3801" "WALKING_DOWNSTAIRS" 4 "tBodyGyro-std()-X" -0.370244695288889
"3802" "SITTING" 4 "tBodyGyro-std()-X" -0.9701317904
"3803" "STANDING" 4 "tBodyGyro-std()-X" -0.909687974464286
"3804" "LAYING" 4 "tBodyGyro-std()-X" -0.973102422222222
"3805" "WALKING" 5 "tBodyGyro-std()-X" -0.490877497857143
"3806" "WALKING_UPSTAIRS" 5 "tBodyGyro-std()-X" -0.443342262340426
"3807" "WALKING_DOWNSTAIRS" 5 "tBodyGyro-std()-X" -0.46064684487234
"3808" "SITTING" 5 "tBodyGyro-std()-X" -0.966225485
"3809" "STANDING" 5 "tBodyGyro-std()-X" -0.910395222321429
"3810" "LAYING" 5 "tBodyGyro-std()-X" -0.979498706538461
"3811" "WALKING" 6 "tBodyGyro-std()-X" -0.446020952631579
"3812" "WALKING_UPSTAIRS" 6 "tBodyGyro-std()-X" -0.321973723647059
"3813" "WALKING_DOWNSTAIRS" 6 "tBodyGyro-std()-X" -0.19830385328125
"3814" "SITTING" 6 "tBodyGyro-std()-X" -0.957367681818182
"3815" "STANDING" 6 "tBodyGyro-std()-X" -0.947561298596491
"3816" "LAYING" 6 "tBodyGyro-std()-X" -0.955378225087719
"3817" "WALKING" 7 "tBodyGyro-std()-X" -0.503313517017544
"3818" "WALKING_UPSTAIRS" 7 "tBodyGyro-std()-X" -0.363853236862745
"3819" "WALKING_DOWNSTAIRS" 7 "tBodyGyro-std()-X" -0.407744096
"3820" "SITTING" 7 "tBodyGyro-std()-X" -0.941870953333333
"3821" "STANDING" 7 "tBodyGyro-std()-X" -0.945247687358491
"3822" "LAYING" 7 "tBodyGyro-std()-X" -0.9601268225
"3823" "WALKING" 8 "tBodyGyro-std()-X" -0.1992097184375
"3824" "WALKING_UPSTAIRS" 8 "tBodyGyro-std()-X" -0.367428367219512
"3825" "WALKING_DOWNSTAIRS" 8 "tBodyGyro-std()-X" -0.258430885531579
"3826" "SITTING" 8 "tBodyGyro-std()-X" -0.984524052826087
"3827" "STANDING" 8 "tBodyGyro-std()-X" -0.972990379814815
"3828" "LAYING" 8 "tBodyGyro-std()-X" -0.965204017592593
"3829" "WALKING" 9 "tBodyGyro-std()-X" -0.476163506730769
"3830" "WALKING_UPSTAIRS" 9 "tBodyGyro-std()-X" -0.343976630734694
"3831" "WALKING_DOWNSTAIRS" 9 "tBodyGyro-std()-X" -0.396429197952381
"3832" "SITTING" 9 "tBodyGyro-std()-X" -0.9590200492
"3833" "STANDING" 9 "tBodyGyro-std()-X" -0.921990612
"3834" "LAYING" 9 "tBodyGyro-std()-X" -0.9422465098
"3835" "WALKING" 10 "tBodyGyro-std()-X" -0.414205475283019
"3836" "WALKING_UPSTAIRS" 10 "tBodyGyro-std()-X" -0.308534708121277
"3837" "WALKING_DOWNSTAIRS" 10 "tBodyGyro-std()-X" -0.304745377026316
"3838" "SITTING" 10 "tBodyGyro-std()-X" -0.988873097222222
"3839" "STANDING" 10 "tBodyGyro-std()-X" -0.929895057954545
"3840" "LAYING" 10 "tBodyGyro-std()-X" -0.961713199827586
"3841" "WALKING" 11 "tBodyGyro-std()-X" -0.596346930847458
"3842" "WALKING_UPSTAIRS" 11 "tBodyGyro-std()-X" -0.501331630185185
"3843" "WALKING_DOWNSTAIRS" 11 "tBodyGyro-std()-X" -0.374069023580435
"3844" "SITTING" 11 "tBodyGyro-std()-X" -0.988164911509434
"3845" "STANDING" 11 "tBodyGyro-std()-X" -0.980242494680851
"3846" "LAYING" 11 "tBodyGyro-std()-X" -0.980836884561403
"3847" "WALKING" 12 "tBodyGyro-std()-X" -0.5462634706
"3848" "WALKING_UPSTAIRS" 12 "tBodyGyro-std()-X" -0.526659296134615
"3849" "WALKING_DOWNSTAIRS" 12 "tBodyGyro-std()-X" -0.362143061643478
"3850" "SITTING" 12 "tBodyGyro-std()-X" -0.974425351960784
"3851" "STANDING" 12 "tBodyGyro-std()-X" -0.883655251803279
"3852" "LAYING" 12 "tBodyGyro-std()-X" -0.966090742
"3853" "WALKING" 13 "tBodyGyro-std()-X" -0.376059914210526
"3854" "WALKING_UPSTAIRS" 13 "tBodyGyro-std()-X" -0.541066687090909
"3855" "WALKING_DOWNSTAIRS" 13 "tBodyGyro-std()-X" -0.417014161553191
"3856" "SITTING" 13 "tBodyGyro-std()-X" -0.985844263265306
"3857" "STANDING" 13 "tBodyGyro-std()-X" -0.955577395789474
"3858" "LAYING" 13 "tBodyGyro-std()-X" -0.972143470322581
"3859" "WALKING" 14 "tBodyGyro-std()-X" -0.60038822220339
"3860" "WALKING_UPSTAIRS" 14 "tBodyGyro-std()-X" -0.454283337592593
"3861" "WALKING_DOWNSTAIRS" 14 "tBodyGyro-std()-X" -0.354551638377778
"3862" "SITTING" 14 "tBodyGyro-std()-X" -0.980829981481481
"3863" "STANDING" 14 "tBodyGyro-std()-X" -0.9610917615
"3864" "LAYING" 14 "tBodyGyro-std()-X" -0.957221015098039
"3865" "WALKING" 15 "tBodyGyro-std()-X" -0.329624620185185
"3866" "WALKING_UPSTAIRS" 15 "tBodyGyro-std()-X" -0.415251317916667
"3867" "WALKING_DOWNSTAIRS" 15 "tBodyGyro-std()-X" -0.318692525928571
"3868" "SITTING" 15 "tBodyGyro-std()-X" -0.988204115254237
"3869" "STANDING" 15 "tBodyGyro-std()-X" -0.947790802075472
"3870" "LAYING" 15 "tBodyGyro-std()-X" -0.957167680694444
"3871" "WALKING" 16 "tBodyGyro-std()-X" -0.654171847058823
"3872" "WALKING_UPSTAIRS" 16 "tBodyGyro-std()-X" -0.508087166666667
"3873" "WALKING_DOWNSTAIRS" 16 "tBodyGyro-std()-X" -0.45418847106383
"3874" "SITTING" 16 "tBodyGyro-std()-X" -0.981037373333333
"3875" "STANDING" 16 "tBodyGyro-std()-X" -0.973400107564103
"3876" "LAYING" 16 "tBodyGyro-std()-X" -0.977010769857143
"3877" "WALKING" 17 "tBodyGyro-std()-X" -0.47981351295082
"3878" "WALKING_UPSTAIRS" 17 "tBodyGyro-std()-X" -0.496562732729167
"3879" "WALKING_DOWNSTAIRS" 17 "tBodyGyro-std()-X" -0.370436868891304
"3880" "SITTING" 17 "tBodyGyro-std()-X" -0.98963832578125
"3881" "STANDING" 17 "tBodyGyro-std()-X" -0.981373082948718
"3882" "LAYING" 17 "tBodyGyro-std()-X" -0.975893061830986
"3883" "WALKING" 18 "tBodyGyro-std()-X" -0.7044397775
"3884" "WALKING_UPSTAIRS" 18 "tBodyGyro-std()-X" -0.593841504137931
"3885" "WALKING_DOWNSTAIRS" 18 "tBodyGyro-std()-X" -0.502473033509091
"3886" "SITTING" 18 "tBodyGyro-std()-X" -0.991956958947368
"3887" "STANDING" 18 "tBodyGyro-std()-X" -0.962254249589041
"3888" "LAYING" 18 "tBodyGyro-std()-X" -0.992872598
"3889" "WALKING" 19 "tBodyGyro-std()-X" -0.0264357957923077
"3890" "WALKING_UPSTAIRS" 19 "tBodyGyro-std()-X" -0.4068000325
"3891" "WALKING_DOWNSTAIRS" 19 "tBodyGyro-std()-X" 0.267657219333333
"3892" "SITTING" 19 "tBodyGyro-std()-X" -0.984625306849315
"3893" "STANDING" 19 "tBodyGyro-std()-X" -0.946109711917808
"3894" "LAYING" 19 "tBodyGyro-std()-X" -0.981357611445783
"3895" "WALKING" 20 "tBodyGyro-std()-X" -0.23294061427451
"3896" "WALKING_UPSTAIRS" 20 "tBodyGyro-std()-X" -0.492701193921569
"3897" "WALKING_DOWNSTAIRS" 20 "tBodyGyro-std()-X" -0.204939567711111
"3898" "SITTING" 20 "tBodyGyro-std()-X" -0.976309017121212
"3899" "STANDING" 20 "tBodyGyro-std()-X" -0.886749172739726
"3900" "LAYING" 20 "tBodyGyro-std()-X" -0.984477414264706
"3901" "WALKING" 21 "tBodyGyro-std()-X" -0.432232883846154
"3902" "WALKING_UPSTAIRS" 21 "tBodyGyro-std()-X" -0.53190941893617
"3903" "WALKING_DOWNSTAIRS" 21 "tBodyGyro-std()-X" -0.442148617666667
"3904" "SITTING" 21 "tBodyGyro-std()-X" -0.988410501294118
"3905" "STANDING" 21 "tBodyGyro-std()-X" -0.962514526067416
"3906" "LAYING" 21 "tBodyGyro-std()-X" -0.975411857555556
"3907" "WALKING" 22 "tBodyGyro-std()-X" -0.318537865869565
"3908" "WALKING_UPSTAIRS" 22 "tBodyGyro-std()-X" -0.301491709628571
"3909" "WALKING_DOWNSTAIRS" 22 "tBodyGyro-std()-X" -0.237349190997222
"3910" "SITTING" 22 "tBodyGyro-std()-X" -0.981099172419355
"3911" "STANDING" 22 "tBodyGyro-std()-X" -0.917837043333333
"3912" "LAYING" 22 "tBodyGyro-std()-X" -0.956641905833333
"3913" "WALKING" 23 "tBodyGyro-std()-X" -0.494322648644068
"3914" "WALKING_UPSTAIRS" 23 "tBodyGyro-std()-X" -0.550664576666667
"3915" "WALKING_DOWNSTAIRS" 23 "tBodyGyro-std()-X" -0.416133032777778
"3916" "SITTING" 23 "tBodyGyro-std()-X" -0.980363734264706
"3917" "STANDING" 23 "tBodyGyro-std()-X" -0.942011240294118
"3918" "LAYING" 23 "tBodyGyro-std()-X" -0.981849400972222
"3919" "WALKING" 24 "tBodyGyro-std()-X" -0.580597373275862
"3920" "WALKING_UPSTAIRS" 24 "tBodyGyro-std()-X" -0.577426408813559
"3921" "WALKING_DOWNSTAIRS" 24 "tBodyGyro-std()-X" -0.431919067945455
"3922" "SITTING" 24 "tBodyGyro-std()-X" -0.988111648676471
"3923" "STANDING" 24 "tBodyGyro-std()-X" -0.960738660289855
"3924" "LAYING" 24 "tBodyGyro-std()-X" -0.982651720138889
"3925" "WALKING" 25 "tBodyGyro-std()-X" -0.401158753783784
"3926" "WALKING_UPSTAIRS" 25 "tBodyGyro-std()-X" -0.489011794784615
"3927" "WALKING_DOWNSTAIRS" 25 "tBodyGyro-std()-X" -0.288824754586207
"3928" "SITTING" 25 "tBodyGyro-std()-X" -0.989907584153846
"3929" "STANDING" 25 "tBodyGyro-std()-X" -0.971357421216216
"3930" "LAYING" 25 "tBodyGyro-std()-X" -0.889769639726027
"3931" "WALKING" 26 "tBodyGyro-std()-X" -0.492885711355932
"3932" "WALKING_UPSTAIRS" 26 "tBodyGyro-std()-X" -0.550274396
"3933" "WALKING_DOWNSTAIRS" 26 "tBodyGyro-std()-X" -0.33131291446
"3934" "SITTING" 26 "tBodyGyro-std()-X" -0.991027700512821
"3935" "STANDING" 26 "tBodyGyro-std()-X" -0.973785111216216
"3936" "LAYING" 26 "tBodyGyro-std()-X" -0.990328197763158
"3937" "WALKING" 27 "tBodyGyro-std()-X" -0.606860248596491
"3938" "WALKING_UPSTAIRS" 27 "tBodyGyro-std()-X" -0.562461004705882
"3939" "WALKING_DOWNSTAIRS" 27 "tBodyGyro-std()-X" -0.363722908386364
"3940" "SITTING" 27 "tBodyGyro-std()-X" -0.988492425142857
"3941" "STANDING" 27 "tBodyGyro-std()-X" -0.9699020075
"3942" "LAYING" 27 "tBodyGyro-std()-X" -0.988837212162162
"3943" "WALKING" 28 "tBodyGyro-std()-X" -0.503798624074074
"3944" "WALKING_UPSTAIRS" 28 "tBodyGyro-std()-X" -0.518818227843137
"3945" "WALKING_DOWNSTAIRS" 28 "tBodyGyro-std()-X" -0.268106330991304
"3946" "SITTING" 28 "tBodyGyro-std()-X" -0.979671983472222
"3947" "STANDING" 28 "tBodyGyro-std()-X" -0.884032232405063
"3948" "LAYING" 28 "tBodyGyro-std()-X" -0.95516227975
"3949" "WALKING" 29 "tBodyGyro-std()-X" -0.598868670943396
"3950" "WALKING_UPSTAIRS" 29 "tBodyGyro-std()-X" -0.323904731622449
"3951" "WALKING_DOWNSTAIRS" 29 "tBodyGyro-std()-X" -0.282077257508333
"3952" "SITTING" 29 "tBodyGyro-std()-X" -0.990178704833333
"3953" "STANDING" 29 "tBodyGyro-std()-X" -0.977994819846154
"3954" "LAYING" 29 "tBodyGyro-std()-X" -0.994276591304348
"3955" "WALKING" 30 "tBodyGyro-std()-X" -0.387920593846154
"3956" "WALKING_UPSTAIRS" 30 "tBodyGyro-std()-X" -0.493837520761538
"3957" "WALKING_DOWNSTAIRS" 30 "tBodyGyro-std()-X" -0.265923160895161
"3958" "SITTING" 30 "tBodyGyro-std()-X" -0.988132669516129
"3959" "STANDING" 30 "tBodyGyro-std()-X" -0.911408517966102
"3960" "LAYING" 30 "tBodyGyro-std()-X" -0.973662822428571
"3961" "WALKING" 1 "tBodyGyro-std()-Y" -0.0546077686594737
"3962" "WALKING_UPSTAIRS" 1 "tBodyGyro-std()-Y" 0.00410518379811321
"3963" "WALKING_DOWNSTAIRS" 1 "tBodyGyro-std()-Y" -0.126349194938775
"3964" "SITTING" 1 "tBodyGyro-std()-Y" -0.966473895319149
"3965" "STANDING" 1 "tBodyGyro-std()-Y" -0.98773444
"3966" "LAYING" 1 "tBodyGyro-std()-Y" -0.9510904402
"3967" "WALKING" 2 "tBodyGyro-std()-Y" -0.53845366779661
"3968" "WALKING_UPSTAIRS" 2 "tBodyGyro-std()-Y" -0.466298336666667
"3969" "WALKING_DOWNSTAIRS" 2 "tBodyGyro-std()-Y" -0.415739144893617
"3970" "SITTING" 2 "tBodyGyro-std()-Y" -0.978919526956522
"3971" "STANDING" 2 "tBodyGyro-std()-Y" -0.971441996481481
"3972" "LAYING" 2 "tBodyGyro-std()-Y" -0.982291608958333
"3973" "WALKING" 3 "tBodyGyro-std()-Y" -0.563793260172414
"3974" "WALKING_UPSTAIRS" 3 "tBodyGyro-std()-Y" -0.582742845932203
"3975" "WALKING_DOWNSTAIRS" 3 "tBodyGyro-std()-Y" -0.546740387959184
"3976" "SITTING" 3 "tBodyGyro-std()-Y" -0.944854571346154
"3977" "STANDING" 3 "tBodyGyro-std()-Y" -0.927788618196721
"3978" "LAYING" 3 "tBodyGyro-std()-Y" -0.977272653709677
"3979" "WALKING" 4 "tBodyGyro-std()-Y" -0.665394092833333
"3980" "WALKING_UPSTAIRS" 4 "tBodyGyro-std()-Y" -0.551185569230769
"3981" "WALKING_DOWNSTAIRS" 4 "tBodyGyro-std()-Y" -0.699453537111111
"3982" "SITTING" 4 "tBodyGyro-std()-Y" -0.9584681204
"3983" "STANDING" 4 "tBodyGyro-std()-Y" -0.949227146964286
"3984" "LAYING" 4 "tBodyGyro-std()-Y" -0.961109291851852
"3985" "WALKING" 5 "tBodyGyro-std()-Y" -0.504622029821429
"3986" "WALKING_UPSTAIRS" 5 "tBodyGyro-std()-Y" -0.440345826382979
"3987" "WALKING_DOWNSTAIRS" 5 "tBodyGyro-std()-Y" -0.409134149148936
"3988" "SITTING" 5 "tBodyGyro-std()-Y" -0.950064068181818
"3989" "STANDING" 5 "tBodyGyro-std()-Y" -0.933738104107143
"3990" "LAYING" 5 "tBodyGyro-std()-Y" -0.977427370576923
"3991" "WALKING" 6 "tBodyGyro-std()-Y" -0.331702267894737
"3992" "WALKING_UPSTAIRS" 6 "tBodyGyro-std()-Y" -0.315799901607843
"3993" "WALKING_DOWNSTAIRS" 6 "tBodyGyro-std()-Y" -0.18922957
"3994" "SITTING" 6 "tBodyGyro-std()-Y" -0.944130044727273
"3995" "STANDING" 6 "tBodyGyro-std()-Y" -0.94248658631579
"3996" "LAYING" 6 "tBodyGyro-std()-Y" -0.943634949473684
"3997" "WALKING" 7 "tBodyGyro-std()-Y" -0.23109830545614
"3998" "WALKING_UPSTAIRS" 7 "tBodyGyro-std()-Y" -0.572996820784314
"3999" "WALKING_DOWNSTAIRS" 7 "tBodyGyro-std()-Y" -0.29262613606383
"4000" "SITTING" 7 "tBodyGyro-std()-Y" -0.944124336458333
"4001" "STANDING" 7 "tBodyGyro-std()-Y" -0.949646946792453
"4002" "LAYING" 7 "tBodyGyro-std()-Y" -0.945071935384615
"4003" "WALKING" 8 "tBodyGyro-std()-Y" -0.2119972775
"4004" "WALKING_UPSTAIRS" 8 "tBodyGyro-std()-Y" -0.0666980861414634
"4005" "WALKING_DOWNSTAIRS" 8 "tBodyGyro-std()-Y" 0.0243131207736842
"4006" "SITTING" 8 "tBodyGyro-std()-Y" -0.97150069673913
"4007" "STANDING" 8 "tBodyGyro-std()-Y" -0.969421045555556
"4008" "LAYING" 8 "tBodyGyro-std()-Y" -0.952039385740741
"4009" "WALKING" 9 "tBodyGyro-std()-Y" -0.467054167884615
"4010" "WALKING_UPSTAIRS" 9 "tBodyGyro-std()-Y" -0.400859067959184
"4011" "WALKING_DOWNSTAIRS" 9 "tBodyGyro-std()-Y" -0.340765233142857
"4012" "SITTING" 9 "tBodyGyro-std()-Y" -0.9191882264
"4013" "STANDING" 9 "tBodyGyro-std()-Y" -0.946046640444444
"4014" "LAYING" 9 "tBodyGyro-std()-Y" -0.9266185314
"4015" "WALKING" 10 "tBodyGyro-std()-Y" -0.250853318679245
"4016" "WALKING_UPSTAIRS" 10 "tBodyGyro-std()-Y" 0.0411724668680851
"4017" "WALKING_DOWNSTAIRS" 10 "tBodyGyro-std()-Y" -0.311407525263158
"4018" "SITTING" 10 "tBodyGyro-std()-Y" -0.984373304814815
"4019" "STANDING" 10 "tBodyGyro-std()-Y" -0.958861164090909
"4020" "LAYING" 10 "tBodyGyro-std()-Y" -0.953660207586207
"4021" "WALKING" 11 "tBodyGyro-std()-Y" -0.499625287288136
"4022" "WALKING_UPSTAIRS" 11 "tBodyGyro-std()-Y" -0.28204453962963
"4023" "WALKING_DOWNSTAIRS" 11 "tBodyGyro-std()-Y" -0.495911719565217
"4024" "SITTING" 11 "tBodyGyro-std()-Y" -0.982249040188679
"4025" "STANDING" 11 "tBodyGyro-std()-Y" -0.994210471914894
"4026" "LAYING" 11 "tBodyGyro-std()-Y" -0.982442644035088
"4027" "WALKING" 12 "tBodyGyro-std()-Y" -0.4494013978
"4028" "WALKING_UPSTAIRS" 12 "tBodyGyro-std()-Y" -0.522949798269231
"4029" "WALKING_DOWNSTAIRS" 12 "tBodyGyro-std()-Y" -0.47628774326087
"4030" "SITTING" 12 "tBodyGyro-std()-Y" -0.960497127647059
"4031" "STANDING" 12 "tBodyGyro-std()-Y" -0.941469207540984
"4032" "LAYING" 12 "tBodyGyro-std()-Y" -0.953873893833333
"4033" "WALKING" 13 "tBodyGyro-std()-Y" -0.290023550315789
"4034" "WALKING_UPSTAIRS" 13 "tBodyGyro-std()-Y" -0.403572169636364
"4035" "WALKING_DOWNSTAIRS" 13 "tBodyGyro-std()-Y" -0.198848161170213
"4036" "SITTING" 13 "tBodyGyro-std()-Y" -0.979668456122449
"4037" "STANDING" 13 "tBodyGyro-std()-Y" -0.971721755964912
"4038" "LAYING" 13 "tBodyGyro-std()-Y" -0.96270462
"4039" "WALKING" 14 "tBodyGyro-std()-Y" -0.0148392604279661
"4040" "WALKING_UPSTAIRS" 14 "tBodyGyro-std()-Y" 0.476518714444444
"4041" "WALKING_DOWNSTAIRS" 14 "tBodyGyro-std()-Y" 0.0569902222622222
"4042" "SITTING" 14 "tBodyGyro-std()-Y" -0.962048191666667
"4043" "STANDING" 14 "tBodyGyro-std()-Y" -0.9462806205
"4044" "LAYING" 14 "tBodyGyro-std()-Y" -0.932499780588235
"4045" "WALKING" 15 "tBodyGyro-std()-Y" -0.420865007777778
"4046" "WALKING_UPSTAIRS" 15 "tBodyGyro-std()-Y" -0.3302332351
"4047" "WALKING_DOWNSTAIRS" 15 "tBodyGyro-std()-Y" -0.37320816
"4048" "SITTING" 15 "tBodyGyro-std()-Y" -0.975321519491525
"4049" "STANDING" 15 "tBodyGyro-std()-Y" -0.971332584339623
"4050" "LAYING" 15 "tBodyGyro-std()-Y" -0.961142911805556
"4051" "WALKING" 16 "tBodyGyro-std()-Y" -0.612593634117647
"4052" "WALKING_UPSTAIRS" 16 "tBodyGyro-std()-Y" -0.58638289372549
"4053" "WALKING_DOWNSTAIRS" 16 "tBodyGyro-std()-Y" -0.528329304680851
"4054" "SITTING" 16 "tBodyGyro-std()-Y" -0.958336595507246
"4055" "STANDING" 16 "tBodyGyro-std()-Y" -0.980110277307692
"4056" "LAYING" 16 "tBodyGyro-std()-Y" -0.970747514
"4057" "WALKING" 17 "tBodyGyro-std()-Y" -0.454932903934426
"4058" "WALKING_UPSTAIRS" 17 "tBodyGyro-std()-Y" -0.493044125208333
"4059" "WALKING_DOWNSTAIRS" 17 "tBodyGyro-std()-Y" -0.459281989565217
"4060" "SITTING" 17 "tBodyGyro-std()-Y" -0.98612868078125
"4061" "STANDING" 17 "tBodyGyro-std()-Y" -0.985121164615385
"4062" "LAYING" 17 "tBodyGyro-std()-Y" -0.971484336197183
"4063" "WALKING" 18 "tBodyGyro-std()-Y" -0.496431539642857
"4064" "WALKING_UPSTAIRS" 18 "tBodyGyro-std()-Y" -0.507297003103448
"4065" "WALKING_DOWNSTAIRS" 18 "tBodyGyro-std()-Y" -0.617230786
"4066" "SITTING" 18 "tBodyGyro-std()-Y" -0.986753343859649
"4067" "STANDING" 18 "tBodyGyro-std()-Y" -0.980417134246575
"4068" "LAYING" 18 "tBodyGyro-std()-Y" -0.984202872923077
"4069" "WALKING" 19 "tBodyGyro-std()-Y" -0.114406108840577
"4070" "WALKING_UPSTAIRS" 19 "tBodyGyro-std()-Y" -0.17263322355
"4071" "WALKING_DOWNSTAIRS" 19 "tBodyGyro-std()-Y" 0.0483147743589744
"4072" "SITTING" 19 "tBodyGyro-std()-Y" -0.959758309589041
"4073" "STANDING" 19 "tBodyGyro-std()-Y" -0.96957632369863
"4074" "LAYING" 19 "tBodyGyro-std()-Y" -0.963617705662651
"4075" "WALKING" 20 "tBodyGyro-std()-Y" 0.0858321519372549
"4076" "WALKING_UPSTAIRS" 20 "tBodyGyro-std()-Y" -0.104722161186078
"4077" "WALKING_DOWNSTAIRS" 20 "tBodyGyro-std()-Y" -0.146794177311111
"4078" "SITTING" 20 "tBodyGyro-std()-Y" -0.960104508636364
"4079" "STANDING" 20 "tBodyGyro-std()-Y" -0.903913940684931
"4080" "LAYING" 20 "tBodyGyro-std()-Y" -0.972941910294118
"4081" "WALKING" 21 "tBodyGyro-std()-Y" -0.397892316730769
"4082" "WALKING_UPSTAIRS" 21 "tBodyGyro-std()-Y" -0.463136841489362
"4083" "WALKING_DOWNSTAIRS" 21 "tBodyGyro-std()-Y" -0.353733478222222
"4084" "SITTING" 21 "tBodyGyro-std()-Y" -0.976380487294118
"4085" "STANDING" 21 "tBodyGyro-std()-Y" -0.955979192696629
"4086" "LAYING" 21 "tBodyGyro-std()-Y" -0.952147091444444
"4087" "WALKING" 22 "tBodyGyro-std()-Y" -0.486322106521739
"4088" "WALKING_UPSTAIRS" 22 "tBodyGyro-std()-Y" -0.489417908809524
"4089" "WALKING_DOWNSTAIRS" 22 "tBodyGyro-std()-Y" -0.550303216666667
"4090" "SITTING" 22 "tBodyGyro-std()-Y" -0.950173478548387
"4091" "STANDING" 22 "tBodyGyro-std()-Y" -0.964714672857143
"4092" "LAYING" 22 "tBodyGyro-std()-Y" -0.9618849625
"4093" "WALKING" 23 "tBodyGyro-std()-Y" 0.25945722920339
"4094" "WALKING_UPSTAIRS" 23 "tBodyGyro-std()-Y" -0.293681861176471
"4095" "WALKING_DOWNSTAIRS" 23 "tBodyGyro-std()-Y" 0.213825552277778
"4096" "SITTING" 23 "tBodyGyro-std()-Y" -0.948109526029412
"4097" "STANDING" 23 "tBodyGyro-std()-Y" -0.948074760882353
"4098" "LAYING" 23 "tBodyGyro-std()-Y" -0.959195236388889
"4099" "WALKING" 24 "tBodyGyro-std()-Y" -0.487166280172414
"4100" "WALKING_UPSTAIRS" 24 "tBodyGyro-std()-Y" -0.568534124576271
"4101" "WALKING_DOWNSTAIRS" 24 "tBodyGyro-std()-Y" -0.484673524
"4102" "SITTING" 24 "tBodyGyro-std()-Y" -0.977954005147059
"4103" "STANDING" 24 "tBodyGyro-std()-Y" -0.967298518695652
"4104" "LAYING" 24 "tBodyGyro-std()-Y" -0.960299550972222
"4105" "WALKING" 25 "tBodyGyro-std()-Y" -0.604032097432432
"4106" "WALKING_UPSTAIRS" 25 "tBodyGyro-std()-Y" -0.433673383846154
"4107" "WALKING_DOWNSTAIRS" 25 "tBodyGyro-std()-Y" -0.523377914655172
"4108" "SITTING" 25 "tBodyGyro-std()-Y" -0.981193501846154
"4109" "STANDING" 25 "tBodyGyro-std()-Y" -0.976757621081081
"4110" "LAYING" 25 "tBodyGyro-std()-Y" -0.936630803287671
"4111" "WALKING" 26 "tBodyGyro-std()-Y" -0.57573544779661
"4112" "WALKING_UPSTAIRS" 26 "tBodyGyro-std()-Y" -0.603097110545455
"4113" "WALKING_DOWNSTAIRS" 26 "tBodyGyro-std()-Y" -0.4734080504
"4114" "SITTING" 26 "tBodyGyro-std()-Y" -0.973444813846154
"4115" "STANDING" 26 "tBodyGyro-std()-Y" -0.982408142702703
"4116" "LAYING" 26 "tBodyGyro-std()-Y" -0.979325678815789
"4117" "WALKING" 27 "tBodyGyro-std()-Y" -0.529865057894737
"4118" "WALKING_UPSTAIRS" 27 "tBodyGyro-std()-Y" -0.587966800588235
"4119" "WALKING_DOWNSTAIRS" 27 "tBodyGyro-std()-Y" -0.481813367954545
"4120" "SITTING" 27 "tBodyGyro-std()-Y" -0.982067465142857
"4121" "STANDING" 27 "tBodyGyro-std()-Y" -0.982498991125
"4122" "LAYING" 27 "tBodyGyro-std()-Y" -0.98428747527027
"4123" "WALKING" 28 "tBodyGyro-std()-Y" -0.497684006666667
"4124" "WALKING_UPSTAIRS" 28 "tBodyGyro-std()-Y" -0.479319521372549
"4125" "WALKING_DOWNSTAIRS" 28 "tBodyGyro-std()-Y" -0.259368686847826
"4126" "SITTING" 28 "tBodyGyro-std()-Y" -0.956316505972222
"4127" "STANDING" 28 "tBodyGyro-std()-Y" -0.940006320126582
"4128" "LAYING" 28 "tBodyGyro-std()-Y" -0.960057463625
"4129" "WALKING" 29 "tBodyGyro-std()-Y" -0.181802636566038
"4130" "WALKING_UPSTAIRS" 29 "tBodyGyro-std()-Y" 0.0461103045102041
"4131" "WALKING_DOWNSTAIRS" 29 "tBodyGyro-std()-Y" -0.390460137708333
"4132" "SITTING" 29 "tBodyGyro-std()-Y" -0.988334019666667
"4133" "STANDING" 29 "tBodyGyro-std()-Y" -0.990364876307692
"4134" "LAYING" 29 "tBodyGyro-std()-Y" -0.992750957826087
